latitude,longitude,temp_mean,temp_std,temp_max,temp_min,pm25_mean,pm25_std,pm25_max,pm25_min,pm10_mean,pm10_std,pm10_max,pm10_min,epa_mean,epa_max,duaod550_mean,duaod550_std,node_id,epa_index,math_danger_score,cluster,ed_score
26.800000000000047,52.79999999999997,26.20969930656937,4.563471559027615,35.29140000000001,15.419500000000028,33.463461865875914,12.015283812356325,83.254406,5.440321,86.4473070830292,52.73554410070743,507.3626,9.957643,2.4005474452554743,6,0.1426925482675182,0.1286041632602685,26.80_52.80,6,97.5,1,97.5
26.800000000000047,53.19999999999997,25.695955100364987,4.6445207973450335,35.44473000000005,13.744169999999995,35.09030448959854,12.182948379943252,77.57892,5.6644950000000005,80.93053695939781,48.96359985609001,440.31813,9.98993,2.4854014598540144,6,0.1346613023786496,0.1220190735797296,26.80_53.20,6,97.5,1,97.5
26.800000000000047,53.599999999999966,24.91341306569345,6.635329667620888,40.12832000000003,8.224630000000047,29.7193004209854,11.567364776478886,72.72095,2.7445157,74.90997066587592,46.509742516047616,379.53558,3.6330197,2.2600364963503647,5,0.1252319352928832,0.1139093213821524,26.80_53.60,5,80.0,2,80.0
26.800000000000047,53.999999999999964,24.289856624087616,7.776877374207272,40.91640000000001,5.854520000000036,27.91982513476277,11.894937456612306,79.05675,1.3196785999999998,73.09941671815693,49.15387006631789,356.18828,1.3574639,2.222627737226277,5,0.1174900219412408,0.1064342031564092,26.80_54.00,5,80.0,4,80.0
26.800000000000047,54.39999999999996,24.27946944343068,7.751278751806029,40.70840000000004,6.02346,27.120751648175183,11.739947477683325,75.02345,1.0982556,69.77996796770073,46.16603236682949,276.80895,3.1461305,2.1806569343065694,4,0.1133261049151459,0.1008839945852436,26.80_54.40,4,58.0,4,58.0
26.800000000000047,54.79999999999996,24.297836423357687,7.8907040269176925,40.60880000000003,5.579740000000015,25.97888741341241,11.543764291137782,83.68964,1.7481098,65.74888997198904,43.42639119200451,289.194,2.9711624,2.1286496350364965,4,0.1102096155926094,0.0965655860986168,26.80_54.80,4,58.0,4,58.0
26.800000000000047,55.19999999999996,25.1025512682482,7.722007102323385,40.704740000000015,7.440100000000029,26.150526114808397,11.335967552915308,87.56054999999999,0.7812316300000001,63.31522213850365,40.26469685466347,265.47494,0.7812129999999999,2.1085766423357666,4,0.1117677703720803,0.0961163277593236,26.80_55.20,4,58.0,4,58.0
26.800000000000047,55.59999999999996,25.730389498175207,7.70211880233177,41.36636000000004,8.117819999999995,26.77777082910584,11.382042989217402,74.52861399999999,1.2171567,60.81186017144161,37.56320235867762,245.96307,1.2172588,2.1414233576642334,4,0.1119581144023722,0.0950327470350819,26.80_55.60,4,58.0,4,58.0
26.800000000000047,55.99999999999996,25.786253996350386,5.53755474346522,36.953520000000026,12.525050000000022,28.49807170976277,12.779464679011848,106.37247,1.6254914,60.64651936715328,36.35398234678885,259.59912,1.6254514,2.1888686131386863,4,0.1114407567501824,0.0935524205043689,26.80_56.00,4,58.0,1,58.0
26.800000000000047,56.39999999999996,25.7051948722628,3.848804182834195,32.866600000000005,15.199370000000044,29.67551067125913,23.844633558979584,293.36138,0.4838979,61.83832393281021,43.79535056469641,402.8306,0.48386506,2.1888686131386863,6,0.1102428917583029,0.0910074214546717,26.80_56.40,6,97.5,1,97.5
26.800000000000047,56.79999999999996,25.387011131386885,4.821627298591782,34.95327000000003,11.68813,26.91018233368796,20.659035303259724,232.52336,0.031673022,58.59569160874087,42.165578742974944,406.3151,0.03173248,2.082116788321168,5,0.1092469689177919,0.0892342373561743,26.80_56.80,5,80.0,1,80.0
26.800000000000047,57.19999999999995,24.91393955291973,7.051464647401355,40.92983000000004,7.036770000000047,20.768969119251825,10.28694997661384,65.45548,0.6043065,53.27033602445256,37.24143404470189,278.5953,0.6279631,1.864963503649635,4,0.1015082353694343,0.0823772595836814,26.80_57.20,4,58.0,4,58.0
26.800000000000047,57.59999999999995,22.37415861313871,7.38952601265252,38.618070000000046,3.6310000000000286,17.910810181751827,8.602139669009256,55.29686,0.6160019999999999,51.96033909416058,37.77128467925427,272.28438,0.6559301,1.756386861313869,4,0.0825544131249087,0.0679200635244479,26.80_57.60,4,58.0,4,58.0
26.800000000000047,57.99999999999995,21.20136506386864,8.167524330192595,39.14053000000001,0.2018000000000483,15.901932523987226,7.808789449732858,53.93909,0.22904759,47.4518317834489,34.183024623828935,237.88824,0.30651356,1.697080291970803,3,0.0735211897729014,0.0617518176098667,26.80_58.00,3,38.0,4,38.0
26.800000000000047,58.39999999999995,23.147589233576664,8.799279198237388,41.72524000000004,1.0094200000000342,15.9282201367427,7.788441163201238,50.9652,0.26149807,52.951348470291975,43.56404672946739,358.4929,0.37364564,1.7144160583941606,5,0.0798143756489963,0.0659940092698917,26.80_58.40,5,80.0,4,80.0
26.800000000000047,58.79999999999995,24.060851888686155,8.984904362371243,43.106100000000026,2.1827600000000302,16.925031521879564,8.925636628932006,68.75681,0.10793558,63.520820722965325,63.39282473299726,552.5054,0.19026877,1.808394160583941,6,0.083912599627281,0.0690183272324963,26.80_58.80,6,97.5,4,97.5
26.800000000000047,59.199999999999946,24.309520145985427,9.011867306639168,43.418600000000026,2.405420000000049,17.265015919726277,9.819515280729188,78.12418,0.21194482,65.11343134200729,68.88185049733836,608.1370999999999,0.25961774,1.8193430656934304,6,0.0849164711472901,0.0723250365546646,26.80_59.20,6,97.5,4,97.5
26.800000000000047,59.599999999999945,24.113465246350387,8.976119735427204,42.82680000000005,2.021630000000016,16.624446797755475,9.791088067964257,79.02637,0.34772954,59.03016162780109,61.31805416785626,503.6639,0.53218197,1.7682481751824817,6,0.0806691594530109,0.0726422536368687,26.80_59.60,6,97.5,4,97.5
26.800000000000047,59.99999999999994,23.445578211678853,8.825023580063451,41.94644,0.8375500000000216,15.803500705629562,10.043006413256489,78.06195000000001,0.69434747,51.41237387344891,58.51039386087564,446.97623,2.1645368,1.6916058394160585,6,0.075493697416697,0.0715064785130432,26.80_60.00,6,97.5,4,97.5
26.800000000000047,60.39999999999994,22.38100986313871,8.75873326135364,40.83145000000002,-0.0862799999999879,15.02024617263686,9.88901694193449,78.98658,0.2160689099999999,48.31720952731752,55.67948959629236,447.12297,0.86022484,1.6277372262773722,6,0.0725854147305656,0.0684925561997068,26.80_60.40,6,97.5,4,97.5
26.800000000000047,60.79999999999994,21.75797709854017,8.813150583599123,40.169340000000034,-1.024759999999958,15.199155876532846,9.77717205165607,70.00249,0.2456397,50.04647581828467,53.49817483498197,388.5455,0.68705874,1.6386861313868613,5,0.0727322888556569,0.0673738246308556,26.80_60.80,5,80.0,4,80.0
